UMAP1,UMAP2,pIC50,kinase_name,canonical_smiles
2.4966416,5.7460623,8.167491075112123,Retinoid X receptor alpha,CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\\C(=O)O
2.9408803,5.2814236,4.924453038607469,Protein farnesyltransferase,CCCC[C@@H](C)/C=C(C)/C=C(\\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O
3.6149013,6.6160007,6.958607314841775,ADAM17,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1
3.5806122,6.6117435,4.301029995663981,Homo sapiens,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1
-22.139805,-2.6861928,7.3872161432802645,Epidermal growth factor receptor erbB1,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.114286,-2.7118158,4.0,Platelet-derived growth factor receptor beta,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.172392,-2.653631,4.782516055786093,Vascular endothelial growth factor receptor 2,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.156195,-2.6698058,6.522878745280337,Epidermal growth factor receptor erbB1,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.12804,-2.6979587,6.522878745280337,Receptor protein-tyrosine kinase erbB-2,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.117765,-2.7082896,5.106793246940152,Epidermal growth factor receptor erbB1,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.199612,-2.626457,5.6020599913279625,Receptor protein-tyrosine kinase erbB-2,Cc1cc(C)c(/C=C2\\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
-22.0586,-2.7674909,6.769551078621726,Epidermal growth factor receptor erbB1,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
-22.089825,-2.736247,4.698970004336019,Platelet-derived growth factor receptor beta,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
-22.094805,-2.73129,4.698970004336019,Vascular endothelial growth factor receptor 2,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
-22.0826,-2.743459,7.3979400086720375,Epidermal growth factor receptor erbB1,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
-22.116747,-2.7092347,6.3979400086720375,Receptor protein-tyrosine kinase erbB-2,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
-22.084522,-2.741495,6.356547323513812,Epidermal growth factor receptor erbB1,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
-22.077814,-2.7480066,5.91721462968355,Receptor protein-tyrosine kinase erbB-2,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
1.9508487,1.9503603,5.267606240177032,HCT-116,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
1.9200227,6.114115,5.221848749616356,Vascular cell adhesion protein 1,CN(CCCN(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
0.64839894,4.7247286,4.522878745280337,GABA-A receptor; anion channel,CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1
2.8896818,5.6942954,6.134303940083929,Proteinase-activated receptor 1,CC(C)(C)c1ccc(Cn2c(=N)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c3ccccc32)cc1
4.8802814,5.1005955,3.643974142806877,Glutathionylspermidine synthase,CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
2.7623663,5.562867,4.187086643357144,Endothelin receptor ET-A,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12
2.7276049,5.4654703,4.6777807052660805,Endothelin receptor ET-B,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12
2.731971,5.524331,4.207608310501746,Endothelin receptor ET-A,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12
2.6974251,5.4981074,4.3872161432802645,Endothelin receptor ET-B,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12
4.004317,6.2670937,6.853871964321762,Tyrosine-protein kinase LCK,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
3.9782999,6.322282,5.928117992693875,Tyrosine-protein kinase LCK,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
4.00252,6.293338,5.920818753952375,Tyrosine-protein kinase LCK,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
4.0336976,6.257772,5.0,Tyrosine-protein kinase LCK,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
4.0105004,6.292223,6.0,Tyrosine-protein kinase SRC,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
4.021463,6.2954774,5.1487416512809245,Vascular endothelial growth factor receptor 2,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
4.0169063,6.2979836,5.468521082957745,Tyrosine-protein kinase TIE-2,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1
2.4285495,6.754141,6.11975822410452,Neuropeptide Y receptor type 5,Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1-c1ccccc1
2.0774984,6.668301,6.0,Neuropeptide Y receptor type 5,COc1cccc(-n2nc(C(=O)Nc3cc(Cl)cc(Cl)c3)cc2C)c1
0.6279642,6.0012755,8.301029995663981,Gonadotropin-releasing hormone receptor,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)C4CC4)cc3)c(CN(C)Cc3ccccc3)n2c1=O
0.61790615,5.996711,8.522878745280337,Gonadotropin-releasing hormone receptor,C=CC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1
-5.4330783,2.3265138,6.721246399047171,Angiotensin II receptor (AT-1) type-1,CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CSSC[C@H](C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H]1C[C@H](CN1C(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC)SS2
-5.4542794,2.3051434,7.638272163982407,Angiotensin II type 2 (AT-2) receptor,CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CSSC[C@H](C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H]1C[C@H](CN1C(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC)SS2
-5.3986096,2.3559706,6.165579296318468,Angiotensin II receptor (AT-1) type-1,CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CC(=O)NCCC[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccccc2)C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O
3.09696,7.4606814,8.28399667229504,Angiotensin II receptor (AT-1) type-1,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2
4.455843,3.462741,8.187086643357144,Cholecystokinin A receptor,Cc1cccc(NC(=O)N[C@H]2N=C(N3CC4CCC(CC4)C3)c3ccccc3N(C)C2=O)c1.Cl
4.4427557,3.474601,7.572676213642753,Cholecystokinin B receptor,Cc1cccc(NC(=O)N[C@H]2N=C(N3CC4CCC(CC4)C3)c3ccccc3N(C)C2=O)c1.Cl
14.040425,-4.4451704,5.782516055786093,Unchecked,CCN1CCCC(N2C(=O)c3cccc4cc5ccccc5c(c34)C2=O)C1
14.159914,-4.326,5.926281649653878,OVCAR-3,CCN1CCCC(N2C(=O)c3cccc4cc5ccccc5c(c34)C2=O)C1
14.072188,-4.414214,6.197226274708024,L1210,CCN1CCCC(N2C(=O)c3cccc4cc5ccccc5c(c34)C2=O)C1
14.086052,-4.3997145,6.215382707367125,L1210,CCN1CCCC(N2C(=O)c3cccc4cc5ccccc5c(c34)C2=O)C1
14.080879,-4.40495,5.057495893831919,NON-PROTEIN TARGET,CCN1CCCC(N2C(=O)c3cccc4cc5ccccc5c(c34)C2=O)C1
13.985237,-4.499088,5.603277721496227,Unchecked,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1c1cccnc1
13.947512,-4.5335436,5.712422190921295,OVCAR-3,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1c1cccnc1
13.873124,-4.6110353,6.2644011003018205,L1210,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1c1cccnc1
13.816057,-4.668349,6.2564902352715706,L1210,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1c1cccnc1
13.892274,-4.592053,4.6020599913279625,NON-PROTEIN TARGET,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1c1cccnc1
3.017532,5.6138597,6.661543506395395,Unchecked,Cc1ccsc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1sccc1C.Cl
-8.080572,13.481119,8.289036892285734,Phosphodiesterase 3,CCC(CC)CN1CCN(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl
-8.065881,13.466518,9.795880027050558,Homo sapiens,CCC(CC)CN1CCN(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl
-8.084747,13.485357,10.39794001837852,Homo sapiens,CCC(CC)CN1CCN(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl
-8.086384,13.487066,9.387216147068159,Homo sapiens,CCOC(=O)N1CCC(S(=O)(=O)CCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1
-8.006238,13.406741,8.27327279718995,Homo sapiens,Cl.Oc1nc2cc3cc(OCCCCc4nnnn4C4CCNCC4)ccc3[nH]c-2n1
1.4129224,3.8346717,6.853871964321762,Platelet activating factor receptor,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC
-25.67154,2.325143,8.853871971717798,Serotonin transporter,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1
-25.66741,2.3292747,7.0,Serotonin 2 (5-HT2) receptor,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1
-25.666668,2.3298423,8.096910013008056,Adrenergic receptor alpha-1,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1
